id,Delta,I0_perc,R0
5002,26.931230959885138,0.0032387271153771933,3.5554364272323693
5003,26.450612603364096,0.003221326762488232,3.8849775046951827
5004,25.212491778338322,0.003591494236319256,3.575045182716821
5005,27.213662655286726,0.0032056379413768358,3.8967642102486413
5006,27.816099396241686,0.0040530723717090295,3.65148944224804
5007,27.4905368355253,0.003134688430876481,3.5795591841766243
5008,25.853291093279825,0.003673509870110817,3.5034983882513457
5009,26.38544979931638,0.002751361710962583,3.783266487913753
5010,27.308198552697895,0.002804394360884921,3.749958998874287
5011,27.794694447284915,0.004037611365853122,3.3183556679769106
5012,25.57710833503044,0.0039563877946109955,3.5619156998780164
5013,25.04770881582567,0.003429808661742962,3.5428414250286284
5014,27.739844100098036,0.0037403860580375124,3.3719317819192574
5015,26.961238934564307,0.004325118336995713,3.445894536518851
5016,26.510936948156903,0.002661884399731965,3.97831665920889
5017,27.97187088721748,0.0045025795619362905,3.0775042097066856
5018,24.853174941280102,0.00262662809669377,3.8719824126838307
5019,27.776620716835794,0.003618514431329698,3.3550764285101953
5020,27.537669082874306,0.004581117055794748,3.2569022761791517
5021,26.548922854436846,0.003283859516801204,3.544894420432978
5022,27.437692742596145,0.004113140547882863,3.4857491197017065
5023,25.440212238528527,0.0034012932090304966,3.5081337026305244
5024,27.678129506528997,0.0036603444945775745,3.565395797325364
5025,25.083054578391028,0.0030271542689400527,3.740091464727184
5026,25.50356043200125,0.003156416660663602,3.640381951661782
5027,26.903666666468563,0.002778062203729151,3.840764174028781
5028,25.69571990723076,0.002984549472786035,3.6462967489879077
5029,25.707486989176452,0.004064310279971528,3.4989080947024505
5030,26.2280267560106,0.0029726171590897946,3.6665014492819505
5031,25.539448045991932,0.00348035887088561,3.5000827342682928
5032,27.032114461611688,0.003675917176100969,3.602078635921568
5033,26.41307116950986,0.002874523423185932,3.8627275146119278
5034,26.24089066835666,0.003803894558739976,3.5611358981378842
5035,27.37555905259571,0.0028107449803404165,3.960994575488598
5036,27.91169030919447,0.0037508667216740307,3.7749202756031344
5037,25.119649567817625,0.0035148251678122264,3.4283527929315523
5038,27.148642143883396,0.0035999312614211202,3.3560534004291545
5039,27.589381527546774,0.004299047606618257,3.491133120303881
5040,27.107824199290345,0.0044995234334846285,3.2783846386338413
5041,25.490231634871048,0.00357833528213961,3.3655585730705844
5042,25.540707244630937,0.0029764242436773514,3.8742594897506706
5043,27.79556388189951,0.0034780981191224413,3.63954543330937
5044,26.27667613542828,0.004115761508364828,3.545617031403069
5045,24.070448924465744,0.0033156997029614695,3.629331345830464
5046,26.294740730938518,0.004209274200641116,3.4918740971849584
5047,26.306894752964666,0.0039742662680176555,3.5374168535451083
5048,25.45799677920013,0.0033444294196329585,3.688824073804013
5049,27.82160180608222,0.004689147838715911,3.453849578350051
5050,26.54402286961812,0.0032996738693676377,3.648503755076057
5051,24.965188378644697,0.003523786287203031,3.567753548869116
5052,25.11163532226623,0.003630266023389468,3.5657526634301657
5053,26.197254452878582,0.003146472912900887,3.7684111194299446
5054,27.655210768137728,0.004441147751548223,3.5540319741767963
5055,26.148724255258543,0.00432904233958669,3.4069970829524525
5056,24.999562775759713,0.00369516088544578,3.405097472862666
5057,27.947187878595436,0.0030209088507918242,3.911162117694991
5058,27.337946754361333,0.0024833191523435227,3.913707731057029
5059,24.918089325761247,0.0033156199029427667,3.7432865695608792
5060,26.45985323803232,0.004343970526847095,3.310612875642934
5061,26.418186754271904,0.004428911322396426,3.403366837070057
5062,26.507780779218844,0.0035485443381297432,3.607740967458063
5063,26.1281780056024,0.003241422278903071,3.5654785974563405
5064,25.471949216016526,0.0033540811618334664,3.476469350072788
